8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01
8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01
8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01
8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01 8.917716145515441895e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01 8.917705416679382324e-01
8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01
8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01
8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01
8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01 8.917711377143859863e-01
8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01
8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01
8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01
8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01 8.917703628540039062e-01
8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01
8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01
8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01
8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01
8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01
8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01
8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01 8.917718529701232910e-01
8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01 8.917725682258605957e-01
8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01
8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01 8.917700648307800293e-01
8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01
8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01
8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01 8.917701840400695801e-01
8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01
8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01
8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01 8.917700052261352539e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01
8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01 8.917709589004516602e-01
8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01 8.917695283889770508e-01
8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01
8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01
8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01 8.917698264122009277e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01 8.917759060859680176e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01 8.917694687843322754e-01
8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01 8.917716741561889648e-01
8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01 8.917706012725830078e-01
8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01 8.917731046676635742e-01
8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01 8.917696475982666016e-01
8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01 8.917707800865173340e-01
